train_id,train_number,train_name,source,destination,current_station,next_station,distance_remaining,speed,current_delay,rain,temperature,hour,day_of_week,historical_delay,congestion_level,previous_train_delay,scheduled_travel_time,section_average_speed,unscheduled_stop,speed_restriction,remaining_travel_time,actual_arrival_time
TR00004,12951,Mumbai Rajdhani,Mumbai Central,New Delhi,Vadodara,Kota Jn,251.99,59.44,16.17,0.091,36.7,20,0,16.98,0.32,4.64,215.99,72.54,0,0,285.9,2026-07-19 00:45
TR00005,12622,Tamil Nadu Express,New Delhi,Chennai Central,Bhopal Jn,Nagpur,220.14,89.7,12.47,0.45,29.2,16,3,4.99,0.208,17.21,188.69,85.82,0,0,177.71,2026-03-06 18:57
TR00006,12295,Sanghamitra Express,Bengaluru,Patna Jn,Bengaluru,Guntakal Jn,216.47,40.6,24.51,0.163,23.2,7,6,28.16,0.353,2.72,185.55,48.75,0,0,374.17,2026-08-24 13:14
TR00001,12123,Mumbai - Pune Express,Mumbai CST,Pune Jn,Dadar,Kalyan,310.09,61.73,1.59,0.223,20.7,10,3,12.86,0.035,10.2,265.79,69.57,0,0,315.89,2026-06-16 15:15
TR00002,11010,Deccan Express,Mumbai CST,Pune Jn,Dadar,Kalyan,395.81,52.11,22.27,0.04,26.6,0,6,9.16,0.465,1.93,339.27,39.43,0,0,530.23,2026-07-01 08:50
TR00003,12010,Shatabdi Express,Mumbai Central,Ahmedabad Jn,Mumbai Central,Borivali,219.69,108.67,11.26,0.168,19.9,18,2,21.49,0.395,21.14,188.31,121.69,0,0,146.03,2026-02-13 20:26
TR00004,12951,Mumbai Rajdhani,Mumbai Central,New Delhi,Vadodara,Kota Jn,56.48,47.77,15.11,0.176,30.9,18,2,31.6,0.197,12.49,48.41,45.98,0,0,93.13,2026-07-01 19:33
TR00005,12622,Tamil Nadu Express,New Delhi,Chennai Central,Vijayawada,Chennai Central,84.32,83.99,22.14,0.084,21.7,19,2,24.72,0.35,2.36,72.27,88.36,0,0,78.86,2026-05-22 20:18
TR00006,12295,Sanghamitra Express,Bengaluru,Patna Jn,Guntakal Jn,Vijayawada,212.02,36.16,39.32,0.413,30.2,21,0,23.65,0.635,4.61,181.73,20.48,0,0,465.68,2026-02-12 04:45
TR00001,12123,Mumbai - Pune Express,Mumbai CST,Pune Jn,Lonavala,Pune Jn,229.77,56.21,6.95,0.017,24.9,2,4,11.26,0.3,5.8,196.95,60.5,0,0,273.15,2026-08-17 06:33
TR00002,11010,Deccan Express,Mumbai CST,Pune Jn,Lonavala,Pune Jn,581.86,107.41,21.73,0.159,24.0,23,4,1.7,0.567,18.23,498.74,103.11,0,0,402.06,2026-03-08 05:42
TR00003,12010,Shatabdi Express,Mumbai Central,Ahmedabad Jn,Vapi,Surat,208.21,106.82,18.89,0.307,23.3,2,6,19.81,0.024,2.78,178.46,119.01,0,0,128.19,2026-01-02 04:08
TR00004,12951,Mumbai Rajdhani,Mumbai Central,New Delhi,Vadodara,Kota Jn,267.52,93.88,16.65,0.109,27.4,9,2,12.02,0.181,9.12,229.31,76.64,0,0,186.11,2026-03-05 12:06
TR00005,12622,Tamil Nadu Express,New Delhi,Chennai Central,New Delhi,Bhopal Jn,240.03,61.2,14.69,0.176,20.6,22,0,14.2,0.176,9.1,205.74,61.45,0,0,263.68,2026-08-19 02:23
TR00006,12295,Sanghamitra Express,Bengaluru,Patna Jn,Gaya Jn,Patna Jn,196.09,130.0,25.16,0.221,23.3,23,2,20.57,0.172,1.27,168.07,130.0,0,0,112.95,2026-03-21 00:52
TR00001,12123,Mumbai - Pune Express,Mumbai CST,Pune Jn,Karjat,Lonavala,156.64,86.05,30.38,0.334,30.3,0,6,32.03,0.358,1.23,134.26,80.24,0,0,139.06,2026-03-05 02:19
TR00002,11010,Deccan Express,Mumbai CST,Pune Jn,Mumbai CST,Dadar,271.15,83.7,36.77,0.186,31.2,9,6,17.61,0.495,9.98,232.41,78.99,0,0,243.92,2026-03-28 13:03
TR00003,12010,Shatabdi Express,Mumbai Central,Ahmedabad Jn,Vapi,Surat,445.98,61.47,20.47,0.141,38.6,16,2,19.83,0.178,6.75,382.27,45.13,1,0,499.29,2026-02-15 00:19
TR00004,12951,Mumbai Rajdhani,Mumbai Central,New Delhi,Mumbai Central,Surat,405.62,68.08,19.74,0.098,19.8,2,1,17.81,0.271,8.13,347.68,72.23,0,0,397.6,2026-06-02 08:37
TR00005,12622,Tamil Nadu Express,New Delhi,Chennai Central,New Delhi,Bhopal Jn,216.39,42.04,20.79,0.174,25.9,1,4,12.01,0.462,8.35,185.48,39.33,0,0,361.93,2026-04-24 07:01
TR00006,12295,Sanghamitra Express,Bengaluru,Patna Jn,Guntakal Jn,Vijayawada,454.33,87.35,19.43,0.129,25.1,13,0,14.14,0.286,2.51,389.43,89.15,0,0,351.04,2026-04-08 18:51
TR00001,12123,Mumbai - Pune Express,Mumbai CST,Pune Jn,Lonavala,Pune Jn,273.28,118.5,23.02,0.465,14.8,7,5,9.85,0.21,3.12,234.24,112.57,0,0,161.32,2026-03-04 09:41
TR00002,11010,Deccan Express,Mumbai CST,Pune Jn,Kalyan,Lonavala,69.52,89.48,17.44,0.355,27.1,4,6,11.06,0.043,1.87,59.59,87.25,1,0,68.69,2026-01-15 05:08
TR00003,12010,Shatabdi Express,Mumbai Central,Ahmedabad Jn,Borivali,Vapi,262.7,91.51,12.13,0.126,22.7,5,3,4.03,0.264,27.49,225.17,101.39,0,0,187.47,2026-05-12 08:07
TR00004,12951,Mumbai Rajdhani,Mumbai Central,New Delhi,Vadodara,Kota Jn,129.78,50.97,47.56,0.135,22.5,0,4,28.44,0.443,42.4,111.24,48.18,1,0,214.62,2026-05-03 03:34
TR00005,12622,Tamil Nadu Express,New Delhi,Chennai Central,Bhopal Jn,Nagpur,273.51,96.44,28.98,0.216,28.8,4,5,7.5,0.345,10.34,234.44,96.48,0,1,263.42,2026-02-16 08:23
TR00006,12295,Sanghamitra Express,Bengaluru,Patna Jn,Gaya Jn,Patna Jn,493.32,80.97,25.46,0.13,25.0,19,1,27.9,0.252,12.3,422.84,69.11,0,0,404.75,2026-08-12 01:44
TR00001,12123,Mumbai - Pune Express,Mumbai CST,Pune Jn,Lonavala,Pune Jn,226.04,55.29,29.98,0.141,31.3,9,0,2.27,0.143,19.25,193.75,51.97,0,1,349.96,2026-01-14 14:49
TR00002,11010,Deccan Express,Mumbai CST,Pune Jn,Kalyan,Lonavala,122.61,92.05,13.29,0.224,22.5,6,4,4.76,0.209,8.54,105.1,90.14,0,0,91.37,2026-04-05 07:31
TR00003,12010,Shatabdi Express,Mumbai Central,Ahmedabad Jn,Vadodara,Ahmedabad Jn,456.13,74.74,23.67,0.29,13.9,16,3,4.61,0.304,40.9,390.97,65.19,0,0,426.3,2026-05-31 23:06
TR00004,12951,Mumbai Rajdhani,Mumbai Central,New Delhi,Kota Jn,New Delhi,496.65,56.68,14.09,0.105,21.9,2,0,8.51,0.385,3.21,425.7,64.85,0,0,599.64,2026-04-09 11:59
TR00005,12622,Tamil Nadu Express,New Delhi,Chennai Central,Vijayawada,Chennai Central,183.25,89.29,30.62,0.497,21.4,12,2,39.17,0.38,14.16,157.07,96.39,0,0,170.54,2026-01-19 14:50
TR00006,12295,Sanghamitra Express,Bengaluru,Patna Jn,Gaya Jn,Patna Jn,359.72,62.96,3.8,0.033,27.0,13,2,7.35,0.335,2.09,308.33,50.64,0,0,373.81,2026-07-27 19:13
TR00001,12123,Mumbai - Pune Express,Mumbai CST,Pune Jn,Mumbai CST,Dadar,561.91,79.18,10.69,0.1,27.6,17,6,14.62,0.131,3.06,481.63,80.54,0,0,455.59,2026-03-16 00:35
TR00002,11010,Deccan Express,Mumbai CST,Pune Jn,Mumbai CST,Dadar,378.74,87.9,15.5,0.043,22.7,18,0,13.36,0.538,1.71,324.64,98.69,0,0,303.64,2026-05-01 23:03
TR00003,12010,Shatabdi Express,Mumbai Central,Ahmedabad Jn,Surat,Vadodara,165.51,77.01,8.5,0.061,26.2,6,4,9.56,0.176,9.39,141.86,85.67,0,0,133.24,2026-02-07 08:13
TR00004,12951,Mumbai Rajdhani,Mumbai Central,New Delhi,Kota Jn,New Delhi,333.57,53.44,29.17,0.066,31.6,6,5,8.96,0.476,28.29,285.92,56.94,0,1,579.1,2026-03-15 15:39
TR00005,12622,Tamil Nadu Express,New Delhi,Chennai Central,New Delhi,Bhopal Jn,189.04,83.02,27.75,0.327,30.6,21,4,23.51,0.385,1.71,162.03,84.4,0,0,172.69,2026-06-10 23:52
TR00006,12295,Sanghamitra Express,Bengaluru,Patna Jn,Vijayawada,Gaya Jn,179.11,23.0,25.32,0.445,30.5,11,6,6.62,0.725,0.6,153.53,20.0,0,0,632.56,2026-04-03 21:32
TR00001,12123,Mumbai - Pune Express,Mumbai CST,Pune Jn,Lonavala,Pune Jn,189.71,59.47,20.55,0.137,30.0,3,0,11.29,0.363,7.98,162.6,66.24,0,0,224.25,2026-07-25 06:44
TR00002,11010,Deccan Express,Mumbai CST,Pune Jn,Lonavala,Pune Jn,136.14,24.59,11.16,0.018,30.8,19,5,7.68,0.038,13.7,116.69,24.09,0,0,334.46,2026-02-17 00:34
TR00003,12010,Shatabdi Express,Mumbai Central,Ahmedabad Jn,Borivali,Vapi,137.58,80.23,23.03,0.228,22.1,14,6,12.9,0.602,0.87,117.93,87.0,0,0,138.45,2026-06-30 16:18
TR00004,12951,Mumbai Rajdhani,Mumbai Central,New Delhi,Mumbai Central,Surat,162.06,60.04,31.38,0.321,30.7,3,3,30.3,0.29,4.98,138.91,69.8,0,0,197.31,2026-04-04 06:17
TR00005,12622,Tamil Nadu Express,New Delhi,Chennai Central,New Delhi,Bhopal Jn,348.47,31.53,13.03,0.114,20.4,22,2,16.06,0.485,1.16,298.69,33.15,0,0,781.71,2026-07-11 11:01
TR00006,12295,Sanghamitra Express,Bengaluru,Patna Jn,Gaya Jn,Patna Jn,208.13,60.97,12.32,0.461,20.3,22,0,13.34,0.137,3.17,178.4,58.1,0,0,230.26,2026-03-28 01:50
TR00001,12123,Mumbai - Pune Express,Mumbai CST,Pune Jn,Mumbai CST,Dadar,155.07,96.24,30.99,0.056,27.8,12,2,20.36,0.13,18.12,132.92,86.09,0,1,148.34,2026-04-05 14:28
TR00002,11010,Deccan Express,Mumbai CST,Pune Jn,Mumbai CST,Dadar,382.38,81.68,30.76,0.029,41.4,0,1,28.24,0.378,2.48,327.76,86.02,0,0,325.9,2026-08-24 05:25
TR00003,12010,Shatabdi Express,Mumbai Central,Ahmedabad Jn,Surat,Vadodara,220.89,108.04,7.52,0.152,8.0,10,6,3.07,0.17,20.75,189.34,109.77,0,0,133.94,2026-02-12 12:13
TR00004,12951,Mumbai Rajdhani,Mumbai Central,New Delhi,Mumbai Central,Surat,273.24,130.0,21.15,0.334,36.1,11,6,19.92,0.422,4.65,234.2,119.72,0,0,161.08,2026-07-30 13:41
TR00005,12622,Tamil Nadu Express,New Delhi,Chennai Central,New Delhi,Bhopal Jn,199.48,107.79,14.42,0.081,24.3,3,6,14.98,0.282,7.99,170.98,110.69,0,0,127.6,2026-04-14 05:07
TR00006,12295,Sanghamitra Express,Bengaluru,Patna Jn,Vijayawada,Gaya Jn,214.69,54.44,24.28,0.146,25.1,1,2,24.38,0.456,11.82,184.02,48.64,0,0,288.91,2026-02-01 05:48
TR00001,12123,Mumbai - Pune Express,Mumbai CST,Pune Jn,Karjat,Lonavala,145.87,28.22,25.33,0.186,28.4,4,6,16.81,0.406,1.36,125.03,46.67,0,0,370.99,2026-04-01 10:10
TR00002,11010,Deccan Express,Mumbai CST,Pune Jn,Lonavala,Pune Jn,400.72,67.06,35.25,0.341,27.6,4,6,18.53,0.423,2.51,343.48,69.77,0,0,447.31,2026-08-23 11:27
TR00003,12010,Shatabdi Express,Mumbai Central,Ahmedabad Jn,Surat,Vadodara,148.73,58.09,24.27,0.134,23.4,4,3,15.73,0.435,19.87,127.49,45.38,0,0,188.1,2026-01-11 07:08
TR00004,12951,Mumbai Rajdhani,Mumbai Central,New Delhi,Kota Jn,New Delhi,493.3,58.22,21.4,0.056,37.2,19,5,35.24,0.345,6.9,422.83,53.18,0,0,567.58,2026-06-20 04:27
TR00005,12622,Tamil Nadu Express,New Delhi,Chennai Central,Nagpur,Vijayawada,465.11,80.46,15.16,0.133,26.9,1,4,22.26,0.15,22.89,398.67,77.98,0,0,371.05,2026-05-14 07:11
TR00006,12295,Sanghamitra Express,Bengaluru,Patna Jn,Guntakal Jn,Vijayawada,153.07,102.72,24.95,0.017,33.7,16,2,14.5,0.639,1.44,131.2,96.86,1,0,135.14,2026-06-25 18:15
TR00001,12123,Mumbai - Pune Express,Mumbai CST,Pune Jn,Mumbai CST,Dadar,382.14,85.97,44.18,0.087,37.0,15,1,14.4,0.265,2.25,327.55,78.25,1,1,404.08,2026-02-21 21:44
TR00002,11010,Deccan Express,Mumbai CST,Pune Jn,Dadar,Kalyan,371.01,24.71,15.81,0.345,31.6,0,5,6.44,0.103,10.88,318.01,20.0,0,0,978.42,2026-07-25 16:18
TR00003,12010,Shatabdi Express,Mumbai Central,Ahmedabad Jn,Vapi,Surat,224.32,80.04,42.46,0.22,24.0,16,2,7.78,0.327,11.19,192.27,81.23,1,1,281.36,2026-05-26 20:41
TR00004,12951,Mumbai Rajdhani,Mumbai Central,New Delhi,Kota Jn,New Delhi,124.97,56.15,22.36,0.213,25.4,11,3,12.66,0.141,1.1,107.12,49.83,0,1,195.41,2026-03-09 14:15
TR00005,12622,Tamil Nadu Express,New Delhi,Chennai Central,Nagpur,Vijayawada,261.15,76.08,12.35,0.012,33.3,13,1,15.39,0.295,1.59,223.84,63.08,0,1,288.51,2026-04-13 17:48
TR00006,12295,Sanghamitra Express,Bengaluru,Patna Jn,Bengaluru,Guntakal Jn,152.08,58.84,20.53,0.056,36.6,10,5,14.18,0.397,7.08,130.35,54.51,0,0,186.79,2026-03-22 13:06
TR00001,12123,Mumbai - Pune Express,Mumbai CST,Pune Jn,Lonavala,Pune Jn,147.55,75.03,23.78,0.2,19.7,4,2,6.91,0.298,2.5,126.47,79.9,0,1,183.03,2026-07-14 07:03
TR00002,11010,Deccan Express,Mumbai CST,Pune Jn,Mumbai CST,Dadar,146.03,58.09,31.17,0.441,29.0,9,2,30.2,0.049,0.96,125.17,50.3,0,1,221.78,2026-07-01 12:41
TR00003,12010,Shatabdi Express,Mumbai Central,Ahmedabad Jn,Mumbai Central,Borivali,105.0,87.51,16.48,0.239,37.8,8,2,21.16,0.313,6.8,90.0,103.25,0,0,94.68,2026-01-25 09:34
TR00004,12951,Mumbai Rajdhani,Mumbai Central,New Delhi,Mumbai Central,Surat,189.86,80.03,14.55,0.051,19.6,23,6,5.08,0.229,15.27,162.73,75.34,0,1,198.57,2026-04-30 02:18
TR00005,12622,Tamil Nadu Express,New Delhi,Chennai Central,Vijayawada,Chennai Central,296.79,95.88,18.22,0.242,38.5,1,2,9.95,0.478,18.34,254.39,105.84,0,0,221.66,2026-02-26 04:41
TR00006,12295,Sanghamitra Express,Bengaluru,Patna Jn,Guntakal Jn,Vijayawada,135.65,100.53,31.37,0.041,32.4,11,5,2.74,0.358,13.33,116.27,91.22,0,1,127.78,2026-03-27 13:07
TR00001,12123,Mumbai - Pune Express,Mumbai CST,Pune Jn,Dadar,Kalyan,183.24,32.8,4.85,0.028,27.4,2,0,6.77,0.256,12.03,157.06,40.59,0,0,371.19,2026-04-27 08:11
TR00002,11010,Deccan Express,Mumbai CST,Pune Jn,Mumbai CST,Dadar,115.88,87.08,11.07,0.136,19.1,17,5,3.41,0.114,7.25,99.33,86.99,0,0,78.25,2026-02-25 18:18
TR00003,12010,Shatabdi Express,Mumbai Central,Ahmedabad Jn,Surat,Vadodara,706.34,81.77,22.95,0.222,29.3,19,1,10.35,0.131,20.38,605.44,80.23,1,0,579.33,2026-08-02 04:39
TR00004,12951,Mumbai Rajdhani,Mumbai Central,New Delhi,Surat,Vadodara,172.42,78.72,15.91,0.434,24.5,8,4,5.77,0.204,6.66,147.79,65.78,0,0,154.26,2026-08-03 10:34
TR00005,12622,Tamil Nadu Express,New Delhi,Chennai Central,Vijayawada,Chennai Central,159.21,83.65,40.92,0.211,29.3,0,5,22.86,0.72,8.87,136.47,80.42,0,0,167.19,2026-06-08 02:47
TR00006,12295,Sanghamitra Express,Bengaluru,Patna Jn,Guntakal Jn,Vijayawada,200.06,40.86,25.51,0.171,38.4,22,0,32.07,0.243,9.68,171.48,20.0,0,1,427.57,2026-02-17 05:07
TR00001,12123,Mumbai - Pune Express,Mumbai CST,Pune Jn,Mumbai CST,Dadar,133.41,116.24,0.48,0.196,25.7,22,1,13.77,0.16,6.77,114.35,109.22,0,0,72.52,2026-06-01 23:12
TR00002,11010,Deccan Express,Mumbai CST,Pune Jn,Lonavala,Pune Jn,241.07,54.04,46.39,0.534,26.0,16,4,20.18,0.2,9.61,206.63,54.05,1,0,341.81,2026-04-29 21:41
TR00003,12010,Shatabdi Express,Mumbai Central,Ahmedabad Jn,Vadodara,Ahmedabad Jn,118.03,61.83,11.05,0.066,31.2,1,1,8.03,0.326,6.47,101.17,49.88,0,0,127.69,2026-02-23 03:07
TR00004,12951,Mumbai Rajdhani,Mumbai Central,New Delhi,Mumbai Central,Surat,138.1,65.96,12.18,0.073,45.4,3,0,16.92,0.292,7.63,118.37,55.81,0,0,149.26,2026-06-06 05:29
TR00005,12622,Tamil Nadu Express,New Delhi,Chennai Central,New Delhi,Bhopal Jn,260.61,75.55,33.66,0.119,27.0,1,3,1.15,0.775,7.03,223.38,63.54,1,0,291.3,2026-03-25 05:51
TR00006,12295,Sanghamitra Express,Bengaluru,Patna Jn,Guntakal Jn,Vijayawada,220.45,69.8,26.26,0.309,22.9,13,3,29.38,0.27,6.02,188.96,75.9,0,0,227.23,2026-06-25 16:47
TR00001,12123,Mumbai - Pune Express,Mumbai CST,Pune Jn,Lonavala,Pune Jn,415.63,84.0,8.75,0.386,26.9,23,4,6.32,0.132,1.84,356.25,93.9,0,0,332.02,2026-07-22 04:32
TR00002,11010,Deccan Express,Mumbai CST,Pune Jn,Mumbai CST,Dadar,218.67,74.47,17.94,0.217,26.5,15,5,8.56,0.373,10.22,187.44,79.91,0,0,213.6,2026-03-25 18:33
TR00003,12010,Shatabdi Express,Mumbai Central,Ahmedabad Jn,Vadodara,Ahmedabad Jn,153.98,86.04,67.07,0.354,28.6,14,0,38.31,0.457,12.66,131.98,101.66,1,0,172.1,2026-05-03 16:52
TR00004,12951,Mumbai Rajdhani,Mumbai Central,New Delhi,Mumbai Central,Surat,139.02,55.92,19.39,0.279,18.7,23,6,15.45,0.478,15.47,119.16,38.93,0,0,185.63,2026-02-22 02:05
TR00005,12622,Tamil Nadu Express,New Delhi,Chennai Central,Vijayawada,Chennai Central,515.39,67.79,15.12,0.049,40.6,2,5,14.68,0.517,8.45,441.76,71.72,0,0,536.8,2026-06-04 10:56
TR00006,12295,Sanghamitra Express,Bengaluru,Patna Jn,Gaya Jn,Patna Jn,71.3,85.21,32.65,0.221,29.0,11,2,17.31,0.178,12.07,61.11,89.38,1,0,90.16,2026-07-28 12:30
TR00001,12123,Mumbai - Pune Express,Mumbai CST,Pune Jn,Kalyan,Karjat,102.89,54.07,19.11,0.253,32.4,9,2,6.96,0.446,28.83,88.2,51.0,0,1,182.76,2026-01-26 12:02
TR00002,11010,Deccan Express,Mumbai CST,Pune Jn,Lonavala,Pune Jn,223.26,111.32,15.62,0.13,21.8,12,5,6.76,0.286,7.1,191.36,109.9,0,0,136.54,2026-05-27 14:16
TR00003,12010,Shatabdi Express,Mumbai Central,Ahmedabad Jn,Borivali,Vapi,177.03,91.13,21.69,0.048,24.5,8,2,50.93,0.163,2.9,151.74,86.66,0,0,129.74,2026-07-19 10:09
TR00004,12951,Mumbai Rajdhani,Mumbai Central,New Delhi,Vadodara,Kota Jn,147.71,77.57,23.34,0.075,36.7,10,5,6.92,0.298,6.74,126.61,80.56,0,1,169.01,2026-07-13 12:49
TR00005,12622,Tamil Nadu Express,New Delhi,Chennai Central,Bhopal Jn,Nagpur,245.88,84.64,23.92,0.113,25.9,20,0,24.65,0.499,4.17,210.75,93.01,0,0,217.04,2026-08-07 23:37
TR00006,12295,Sanghamitra Express,Bengaluru,Patna Jn,Guntakal Jn,Vijayawada,108.77,84.26,13.31,0.576,32.1,14,6,3.13,0.234,15.63,93.23,86.79,0,0,96.41,2026-08-10 15:36
TR00001,12123,Mumbai - Pune Express,Mumbai CST,Pune Jn,Mumbai CST,Dadar,130.56,98.16,30.09,0.168,18.3,14,2,7.83,0.337,1.81,111.91,103.93,0,0,102.85,2026-01-15 15:42
TR00002,11010,Deccan Express,Mumbai CST,Pune Jn,Mumbai CST,Dadar,144.91,65.75,17.36,0.33,30.8,21,3,2.11,0.141,22.94,124.21,76.75,0,0,155.37,2026-01-02 23:35
TR00003,12010,Shatabdi Express,Mumbai Central,Ahmedabad Jn,Vadodara,Ahmedabad Jn,248.57,91.83,23.29,0.037,19.5,13,5,5.8,0.197,0.99,213.06,100.44,0,1,226.33,2026-06-18 16:46
TR00004,12951,Mumbai Rajdhani,Mumbai Central,New Delhi,Surat,Vadodara,84.26,56.66,27.16,0.208,33.7,4,4,2.42,0.157,4.54,72.22,56.03,1,0,119.43,2026-03-20 05:59
TR00005,12622,Tamil Nadu Express,New Delhi,Chennai Central,Bhopal Jn,Nagpur,186.67,68.2,23.59,0.141,17.5,0,1,21.48,0.453,1.04,160.0,55.07,0,0,195.92,2026-02-02 03:15
TR00006,12295,Sanghamitra Express,Bengaluru,Patna Jn,Vijayawada,Gaya Jn,127.45,50.78,11.81,0.206,20.8,7,6,15.92,0.124,24.3,109.24,50.88,0,0,158.37,2026-08-08 09:38
TR00001,12123,Mumbai - Pune Express,Mumbai CST,Pune Jn,Mumbai CST,Dadar,347.12,81.22,20.05,0.129,34.1,6,0,5.59,0.521,4.93,297.53,85.7,0,0,312.38,2026-06-19 11:12
TR00002,11010,Deccan Express,Mumbai CST,Pune Jn,Kalyan,Lonavala,507.99,78.71,24.2,0.369,38.9,1,2,7.81,0.153,12.03,435.42,84.6,0,1,559.52,2026-06-27 10:19
TR00003,12010,Shatabdi Express,Mumbai Central,Ahmedabad Jn,Borivali,Vapi,130.64,39.42,19.07,0.066,34.6,3,3,29.74,0.369,1.84,111.98,56.83,0,0,233.89,2026-02-08 06:53
TR00004,12951,Mumbai Rajdhani,Mumbai Central,New Delhi,Surat,Vadodara,223.44,57.76,37.0,0.125,18.9,8,4,3.91,0.158,15.91,191.52,52.28,1,0,275.3,2026-02-21 12:35
TR00005,12622,Tamil Nadu Express,New Delhi,Chennai Central,Vijayawada,Chennai Central,616.74,60.35,8.49,0.23,30.5,20,0,6.85,0.025,8.45,528.63,57.46,0,1,799.26,2026-05-04 09:19
TR00006,12295,Sanghamitra Express,Bengaluru,Patna Jn,Bengaluru,Guntakal Jn,376.3,84.2,12.33,0.245,27.0,7,0,17.72,0.222,5.5,322.54,85.87,0,0,304.63,2026-01-31 12:04
TR00001,12123,Mumbai - Pune Express,Mumbai CST,Pune Jn,Kalyan,Karjat,245.78,104.28,18.13,0.127,29.5,8,2,8.38,0.037,8.82,210.67,112.42,0,0,160.43,2026-07-29 10:40
TR00002,11010,Deccan Express,Mumbai CST,Pune Jn,Mumbai CST,Dadar,190.22,74.27,23.24,0.245,26.7,6,6,4.22,0.296,21.97,163.05,74.36,0,0,183.23,2026-06-29 09:03
TR00003,12010,Shatabdi Express,Mumbai Central,Ahmedabad Jn,Surat,Vadodara,328.59,67.94,18.69,0.368,39.0,6,0,1.92,0.223,15.2,281.65,66.05,0,0,337.75,2026-06-15 11:37
TR00004,12951,Mumbai Rajdhani,Mumbai Central,New Delhi,Surat,Vadodara,227.98,61.23,33.35,0.124,33.9,11,5,1.91,0.236,3.22,195.41,63.19,1,0,272.08,2026-03-08 15:32
TR00005,12622,Tamil Nadu Express,New Delhi,Chennai Central,Vijayawada,Chennai Central,202.05,68.28,11.46,0.089,22.4,13,5,14.84,0.275,10.44,173.18,69.21,0,0,199.75,2026-03-17 16:19
TR00006,12295,Sanghamitra Express,Bengaluru,Patna Jn,Vijayawada,Gaya Jn,138.95,67.87,16.33,0.23,36.1,12,3,6.65,0.473,1.36,119.1,67.19,0,0,154.05,2026-05-06 14:34
TR00001,12123,Mumbai - Pune Express,Mumbai CST,Pune Jn,Lonavala,Pune Jn,155.22,82.83,0.0,0.312,27.1,6,4,9.23,0.063,6.11,133.05,64.14,0,0,121.31,2026-03-24 08:01
TR00002,11010,Deccan Express,Mumbai CST,Pune Jn,Kalyan,Lonavala,100.45,130.0,28.38,0.188,20.4,8,2,15.15,0.128,11.92,86.1,130.0,0,0,66.7,2026-03-03 09:06
TR00003,12010,Shatabdi Express,Mumbai Central,Ahmedabad Jn,Vapi,Surat,111.97,71.46,35.23,0.238,38.0,0,3,3.44,0.081,6.28,95.97,78.61,1,0,121.76,2026-04-01 02:01
TR00004,12951,Mumbai Rajdhani,Mumbai Central,New Delhi,Mumbai Central,Surat,163.59,27.56,26.44,0.198,38.3,18,0,31.54,0.378,9.61,140.22,30.77,0,0,410.49,2026-02-09 00:50
TR00005,12622,Tamil Nadu Express,New Delhi,Chennai Central,Bhopal Jn,Nagpur,296.05,57.52,29.83,0.317,25.3,3,1,3.83,0.451,4.32,253.76,60.41,0,0,385.61,2026-04-26 09:25
TR00006,12295,Sanghamitra Express,Bengaluru,Patna Jn,Gaya Jn,Patna Jn,39.18,104.55,14.59,0.078,35.8,14,4,20.75,0.151,1.12,33.58,111.67,0,0,31.98,2026-04-28 14:31
TR00001,12123,Mumbai - Pune Express,Mumbai CST,Pune Jn,Karjat,Lonavala,56.65,40.95,29.59,0.176,33.0,5,1,31.13,0.406,2.76,48.55,47.66,0,0,113.04,2026-01-23 06:53
TR00002,11010,Deccan Express,Mumbai CST,Pune Jn,Lonavala,Pune Jn,100.74,76.05,23.02,0.201,25.6,7,0,20.03,0.455,7.38,86.35,82.34,0,0,99.1,2026-05-30 08:39
TR00003,12010,Shatabdi Express,Mumbai Central,Ahmedabad Jn,Vadodara,Ahmedabad Jn,478.47,84.33,30.25,0.701,29.4,20,0,15.48,0.291,2.0,410.11,85.07,0,0,427.53,2026-08-15 03:07
TR00004,12951,Mumbai Rajdhani,Mumbai Central,New Delhi,Mumbai Central,Surat,415.31,88.2,22.86,0.165,26.7,23,5,13.91,0.31,2.73,355.98,83.41,0,0,334.82,2026-07-24 04:34
TR00005,12622,Tamil Nadu Express,New Delhi,Chennai Central,Nagpur,Vijayawada,101.42,105.95,16.39,0.181,28.0,5,5,24.38,0.314,2.47,86.93,105.19,0,0,71.86,2026-05-03 06:11
TR00006,12295,Sanghamitra Express,Bengaluru,Patna Jn,Guntakal Jn,Vijayawada,123.04,99.49,34.71,0.554,29.1,4,3,11.11,0.273,13.47,105.47,88.75,0,0,104.86,2026-05-24 05:44
TR00001,12123,Mumbai - Pune Express,Mumbai CST,Pune Jn,Lonavala,Pune Jn,225.63,82.94,33.17,0.228,31.5,16,5,22.82,0.384,1.28,193.39,74.29,0,0,201.4,2026-03-12 19:21
TR00002,11010,Deccan Express,Mumbai CST,Pune Jn,Mumbai CST,Dadar,193.15,76.54,9.86,0.167,30.8,21,5,15.53,0.133,3.43,165.56,62.46,0,0,163.66,2026-02-15 23:43
TR00003,12010,Shatabdi Express,Mumbai Central,Ahmedabad Jn,Borivali,Vapi,352.3,66.03,10.86,0.427,21.8,11,5,4.81,0.296,10.17,301.97,74.24,0,0,372.0,2026-08-18 17:12
